FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.19673,11166,,"Los Coloraditos-Yeso I,II y III","09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,pequeño,,,bancos,yeso,,Formación  Los Llanos,arenisca-limolita,Terciario superior,Terciario superior,"5.5 millones de toneladas métricas, mineral, reservas totales",yeso 90 %,yeso,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11166.html,Los Coloraditos,POINT (-66.91669999999993 -30.62029999999993)
e250K.DepositMetalif.17866,487,,Rosa Argentina,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita,,Formación Los Molles,lutita,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp487.html,Rosa Argentina,POINT (-70.75329999999991 -39.34919999999994)
e250K.DepositMetalif.17681,321,Las Aguadas,Las Piedras Bayas,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita,,,esquisto,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp321.html,Las Piedras Bayas,POINT (-65.69999999999993 -32.33329999999995)
e250K.DepositMetalif.18564,5127,Pampa de Olaen,"Loma Pajosa, Los Caudillos",08f Volcanogénico (W),8f,pequeño,Proterozoico superior,Paleozoico inferior,diseminada | vetiforme,scheelita | esfalerita | matildita | marmatita | kesterita,,Complejo Metamórfico La Falda,anfibolita-gneis-rocas calcosilicáticas-mármoles,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5127.html,Loma Pajosa,POINT (-64.56669999999991 -31.183299999999917)
e250K.DepositMetalif.17859,480,Campana Mahuida,Pratio,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita,,Formación Lajas,arenisca,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp480.html,Pratio,POINT (-70.45389999999992 -38.28529999999995)
e250K.DepositMetalif.18037,3054,Abra del Acay,Huaico Hondo,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,stockwork,calcopirita | pirita | galena | esfalerita,silicificación | sericítica,Formación Río Grande,areniscas-vaques,,,,Ag 1 g/t,Cu | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3054.html,Huaico Hondo,POINT (-66.19119999999992 -24.479499999999916)
e250K.DepositMetalif.17332,2205,,El  Abuelo,05d Skarn ferrífero (Fe),5d,ocurrencia,,,irregular y vetiforme,magnetita | hematita | goethita | actinolita | manganohedenbergita | andradita | epidoto,propilítica,Formación Tres Lagunas | Formación El Gato,"conglomerados, calizas, lutitas, areniscas calcáreas | diques riodacíticos",,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2205.html,El  Abuelo,POINT (-71.84999999999991 -44.93329999999992)
e250K.DepositMetalif.17168,2041,,Edilma Isabel,09e Formación Ferrífera Fe(P),9e,ocurrencia,,,horizontes ferríferos,hematita | chamosita,,Formación Lipeón,"limolitas, grauvacas",,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2041.html,Edilma Isabel,POINT (-64.72689999999994 -22.402199999999937)
e250K.DepositMetalif.19680,11190,,Sierra Cuadrada,09b U-Cu en areniscas (U-V-Cu-Ag),9b,pequeño,,,estratiforme,uraninita | autunita | coffinita | carnotita,,Formación Puesto Manuel Arce,arenisca-conglomerado,,,"931 tonelada métrica, metal, reservas geológicas",U 0.026 %,U,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11190.html,Sierra Cuadrada,POINT (-67.92659999999995 -44.62339999999995)
e250K.DepositMetalif.17346,2219,,El Dorado-Victoria,13a Formación Ferrífera Laterítica(Fe-Ti-Al),13a,ocurrencia,,,"concreciones, nódulos",limonita | goethita | hematita | caolinita | ópalo,,Formación Apóstoles,arena-arcilla,,,"1.676e+006 toneladas métricas, mineral, reserva demostrada",Fe 34.9 %,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2219.html,El Dorado,POINT (-54.58329999999995 -26.416699999999935)
e250K.DepositMetalif.18044,3061,Sierra de Taca Taca,Taca Taca Alto,04b Cu (±Mo±Au),4b,pequeño,,,diseminada | venillas,pirita | calcopirita | bornita | magnetita | esfalerita | galena | pirrotina | molibdenita | digenita | covellina | hematita | cuprita | limonita,potásica | fílica | argílica avanzada | propilítica | silicificación | turmalinización,Complejo Volcánico Santa Inés | Complejo Volcánico Santa Inés | Complejo Plutónico Llullaillaco,rocas volcánicas félsicas | brechas ,,,"19 millones de toneladas métricas, mineral, recurso medido",Cu 0.29 % | Au 0.03 g/t | Mo 0.08 %,Cu | Au | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3061.html,Taca Taca Alto,POINT (-67.80469999999991 -24.551799999999957)
e250K.DepositMetalif.17339,2212,,Valle de las Plumas,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,cuarzo | bixbyita | tetraedrita,,Complejo Marifil,riolitas y tobas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2212.html,Valle de las Plumas,POINT (-67.11779999999993 -43.5988999999999)
e250K.DepositMetalif.19851,11350,,Fátima,07a Manganeso (Mn+-F),7a,pequeño,Cretácico inferior,Cretácico inferior,lentes,pirolusita | criptomelano,,Tres Lomitas,suite granítica,,,,Mn 25 %,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11350.html,Fátima,POINT (-64.11329999999992 -29.92599999999993)
e250K.DepositMetalif.17695,340,Maliman,El Salado,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena argentífera | esfalerita | pirita | calcopirita | pirargirita | estefanita | plata nativa | argentita,propilítica | caolinización,Basamento Compuesto Colangüil,suite granítica,,,,,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp340.html,El Salado,POINT (-69.39919999999995 -29.821399999999926)
e250K.DepositMetalif.17270,2143,,Atlas,05d Skarn ferrífero (Fe),5d,ocurrencia,,,cuerpos irregulares y mantiformes,hematita | calcita | óxidos de manganeso,argílica | silicea | sericítica | carbonática,Formación Vaca Muerta | Ciclo Eruptivo Huincán,caliza | diques andesíticos,,,"15000 toneladas métricas, mineral, recursos estimados",,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2143.html,Atlas,POINT (-69.97439999999995 -35.10939999999994)
e250K.DepositMetalif.17619,261,El Guaico,Ciento Veinte,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | stannoidita | cerusita | pirargirita,,Gneis Pichanas,gneis,,,,,Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp261.html,Ciento Veinte,POINT (-65.2385999999999 -30.968299999999942)
e250K.DepositMetalif.19604,11243,,Farallón Negro-Alto de la Blenda,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,mediano,,,vetas y venillas de sulfuros-Au,esfalerita | pirita | oro nativo | galena | calcopirita | electrum | polibasita | plata nativa,propilítica | argílica,Comlejo Volcánico Farallón Negro,rocas volcánicas félsicas-intermedias,,,"80027 tonelada métrica, mena, reserva probable-positiva | 1.8 millones de toneladas métricas, mena, reserva probada",Au 1.9 g/t promedio | Au 3.5 g/t | Ag 100 g/t | Ag 50 g/t promedio,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11243.html,Farallón Negro,POINT (-66.68559999999991 -27.30439999999993)
e250K.DepositMetalif.18208,3184,La Fragüita,Mirkokleia,14g Chimeneas de brecha (Bi-Cu-Au),14g,desconocida,Pérmico,Triásico,brecha de conducto,calcopirita | pirita | bismutinita | malaquita | crisocola | cobre nativo,turmalinización | silicificación | argílica,Plutón Tocota,,,,,Cu 2.44 % (máximo),Bi | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3184.html,Mirkokleia,POINT (-69.55889999999994 -30.70529999999991)
e250K.DepositMetalif.22301,25899,Pumahuasi,Veta Mataderos,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetiforme,galena | esfalerita | calcopirita | pirita | cuarzo | baritina | hematita | goethita | malaquita | azurita | crisocola | cerusita,,,arenisca-lutita-chert,,,,,Pb | Zn | baritina,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp25899.html,Veta Mataderos,POINT (-65.60389999999995 -22.29949999999991)
e250K.DepositMetalif.18379,4007,,La Bismutina,06a Granitoides (W-Mo),6a,pequeño,,,vetas,wolframita | bismutinita | scheelita | calcopirita | molibdenita | pirita | covellina | digenita | limonitas | malaquita,fluoritización | turmalinización | pirítica | sillicificación,,suite granítica,,,,,W | Bi,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp4007.html,La Bismutina,POINT (-65.2666999999999 -31.14999999999992)
e250K.DepositMetalif.18557,5139,,Obecú,08f Volcanogénico (W),8f,desconocida,,,vetiforme,,,,,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5139.html,Obecú,POINT (-64.86669999999992 -32.73329999999993)
e250K.DepositMetalif.19621,11280,,Tolar Grande-Amelia,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,pequeño,Plioceno,Holoceno,capas de halita,halita,,,superficial,,,"4 millones de toneladas métricas, mineral, recurso mineral",,sal,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11280.html,Tolar Grande,POINT (-67.41779999999994 -24.590799999999945)
e250K.DepositMetalif.17978,3389,Paso de Indios,Cateo Olte,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,calcopirita | calcosina | covellina | cuprita | malaquita | azurita | crisocola,silicificación | carbonática | argílica,Formación Lonco Trapial,rocas volcánicas intermedias,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3389.html,Cateo Olte,POINT (-69.34969999999993 -43.480599999999924)
e250K.DepositMetalif.21195,24793,,La Novedad | Volcán,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,ocurrencia,,,vetiforme,galena | esfalerita | hematita | siderita | calcopirita | calcita | óxidos de manganeso,,,arenisca-cuarcita-lutita,,,,,Pb | Zn | U-Th? | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24793.html,La Novedad ,POINT (-65.48619999999994 -23.293199999999956)
e250K.DepositMetalif.18156,3075,Finca El Toro,Vizcacheral ,04b Cu (±Mo±Au),4b,desconocida,,,stockwork | diseminada | venillas | cemento de brechas | vetas,molibdenita | calcopirita | pirita | malaquita | turquesa | crisocola | delafossita | cuprita | cobre nativo | calcosina | covellina | digenita,,Formación Puncoviscana | Formación Puncoviscana,esquisto metasedimentario,,,,,Cu | Mo | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3075.html,Vizcacheral ,POINT (-65.88269999999994 -24.21929999999992)
e250K.DepositMetalif.17451,88,,"San Pedro, Cardonal",14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena,,Formación Acoite,arenisca-lutita,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp88.html,San Pedro,POINT (-65.71389999999991 -24.341699999999946)
e250K.DepositMetalif.18334,3278,,"La Tierra, Sol (Grupo Matienzo)",11a Cu tipo Manto,11a,desconocida,,,vetas,calcosina | bornita | calcopirita | pirita | malaquita | azurita,,Formación Cristo Redentor,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3278.html,La Tierra,POINT (-70.08329999999995 -34.74999999999994)
e250K.DepositMetalif.17629,284,El Guaico,Rara Fortuna,06j Pb-Zn-Ag-Cu,6j,pequeño,,,vetiforme,galena | esfalerita | argentita | proustita | freibergita | jamesonita | boulangerita,silicificación | sericita | argilica,Complejo Metamórfico Pichanas,gneis,,,"15000 toneladas métricas, mena, reserva probada",Ag 248 g/t | Pb 1.68 % | Zn 1.74 g/t,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp284.html,Rara Fortuna,POINT (-65.23329999999993 -30.98329999999993)
e250K.DepositMetalif.18149,3068,Chachas (Cerro Chivinar),Mercedes,06d Granitoides (Cu),6d,desconocida,,,vetas,malaquita,argílica | sericítica | argílica | clorítica  | argílica | sericítica,Complejo Eruptivo Chachas,suite granítica,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3068.html,Mercedes,POINT (-67.26809999999995 -24.234999999999957)
e250K.DepositMetalif.18327,3271,Las Cuevas,"Santa Ana, San Sebastián (Grupo Matienzo)",11a Cu tipo Manto,11a,desconocida,,,relleno de amigdalas y/o cavidades | relleno de brechas,calcosina | bornita | marcasita | malaquita | azurita,,Formación Cristo Redentor,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3271.html,Santa Ana,POINT (-70.12499999999994 -32.72499999999991)
e250K.DepositMetalif.18505,5028,Sierra de Yulto,Los Fredes | La Discusión,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara,rocas calcosilicáticas,,,,WO3 1 %,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5028.html,Los Fredes ,POINT (-65.5166999999999 -33.299999999999955)
e250K.DepositMetalif.17800,443,,Julia,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | baritina,,Grupo Villavicencio,,,,,,Ba | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp443.html,Julia,POINT (-69.06669999999991 -32.916699999999935)
e250K.DepositMetalif.21017,24613,,La Negra,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,,,,,,,,,,Au | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24613.html,La Negra,POINT (-69.08579999999995 -32.48499999999996)
e250K.DepositMetalif.17636,291,,Cerro El Morro,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,irregular | diseminada,arsenopirita | pirita | oro nativo | magnetita,argilización | clorita | carbonática | silicificación,Complejo Volcánico Terciario,rocas volcánicas félsicas-intermedias,,,,,Au | As | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp291.html,Cerro El Morro,POINT (-65.49999999999994 -33.23329999999993)
e250K.DepositMetalif.17814,503,Campana Mahuida,Amelia,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,Eoceno,Oligoceno,vetiforme,galena argentífera | argentita | óxidos de manganeso,,Formación Tordillo,arenisca,,,"20000 toneladas métricas, mena, inferida",Pb 8.35 % | Ag 320 g/t,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp503.html,Amelia,POINT (-70.59169999999995 -38.216699999999946)
e250K.DepositMetalif.17807,450,,Santo Tomás,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,Carbonífero ,Triásico inferior,vetiforme,galena | pirita | calcopirita,,Subgrupo Cochicó,rocas volcánicas félsicas-intermedias,,,,,Pb | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp450.html,Santo Tomás,POINT (-68.39999999999992 -35.34999999999991)
e250K.DepositMetalif.17985,3396,Corcovado,Río Plomo,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,venillas,pirita | calcopirita | galena,silicificación | propilítica,Formación Lago La Plata,rocas volcánicas intermedias,,,,,Cu | Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3396.html,Río Plomo,POINT (-71.86669999999992 -43.44999999999993)
e250K.DepositMetalif.17280,2153,,Laguna del Valle,05d Skarn ferrífero (Fe),5d,ocurrencia,,,en venillas y diseminada,pirita | magnetita,,Ciclo Eruptivo Huincán,andesita,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2153.html,Laguna del Valle,POINT (-70.19999999999993 -35.19279999999992)
e250K.DepositMetalif.18163,3206,Rìo Blanco-Santa Cruz,El Pachón,04b Cu (±Mo±Au),4b,muy grande,Mioceno,Mioceno,diseminada,calcopirita | molibdenita | pirita | cuprita | calcosina | digenita | bornita | esfalerita | tetraedrita | tennantita | tenorita | turquesa | cobre nativo | malaquita | azurita | calcantita | brocantita | enargita | covellina,potásica | sericítica | propilítica | turmalinización | argílica,Formación Pachón | Diorita Pachón,,,,"3280 millones de toneladas métricas, mena, reserva total",Cu 0.47 % | Mo 0.011 % | Au 0.015 g/t | Ag 2.243 g/t,Cu | Mo,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3206.html,El Pachón,POINT (-70.42989999999992 -31.754899999999907)
e250K.DepositMetalif.17458,93,El Queva,Flavia,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena,,Formación Agua Caliente,rocas volcánicas félsicas,,,"2.93 millones de toneladas métricas, mena, recurso indicado | 0.31 millones de toneladas métricas, mena, recurso inferido",Ag 482 g/t promedio | Ag 417 g/t,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp93.html,Flavia,POINT (-66.80419999999992 -24.355599999999924)
e250K.DepositMetalif.17211,2084,Grupo Aspa Puca Norte,"La Sorpresa, El Cardón",07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,psilomelano | ópalo | calcedonia | calcita,,Granito Ambargasta,granitoides y aplitas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2084.html,La Sorpresa,POINT (-63.97969999999992 -29.34779999999995)
e250K.DepositMetalif.17389,29,Escaya-Sierra de Cochinoca,Ivan Alberto | Tupiza,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita | arsenopirita,,,,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp29.html,Ivan Alberto ,POINT (-66.1006999999999 -22.765099999999904)
e250K.DepositMetalif.18244,3252,Las Choicas,Las Choiquitas (Grupo Las Choicas),05b Skarn cuprífero (Cu),5b,desconocida,,,vetas,azurita | baritina | limonitas,silicificación,Formación La Manga,,,,,,Cu | Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3252.html,Las Choiquitas ,POINT (-70.28329999999994 -34.916699999999935)
e250K.DepositMetalif.17382,22,,Cerro Salle,07b Au baja sulfuración (Adularia) (Au-Ag),7b,pequeño,Mioceno medio,Plioceno,brecha | vetiforme,esfalerita | berthierita | sulfosales de plata | rodoestannita | oro | carnalita | pirita | marcasita | melnikovita | arsenopirita | antimonita,silícea | feldespatización | argílica | propilítica,Complejo Volcánico Cerros Panizo-Alcoak y Salle,andesitas-dacitas-brechas,,,,,Ag | Au | Sb | Sn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp22.html,Cerro Salle,POINT (-66.77789999999993 -22.450999999999908)
e250K.DepositMetalif.17560,202,Alto de la Mina,La Marcos y La Martina,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | pirita | calcopirita,,Formación Chango Real,suite granítica,,,,,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp202.html,La Marcos y La Martina,POINT (-66.84999999999991 -26.916699999999935)
e250K.DepositMetalif.18498,5162,Orosmayo,Orosmayo,12a Au,12a,pequeño,Pleistoceno,Holoceno,placeres aluviales,casiterita | oro | magnetita,,,sedimentos,,,,Sn 180 gramo/m3,Au-Sn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5162.html,Orosmayo,POINT (-66.3479999999999 -22.54069999999996)
e250K.DepositMetalif.19552,11116,,Las Aguadas-La Nelly,06j Pb-Zn-Ag-Cu,6j,pequeño,Cámbrico inferior,Carbonífero superior,vetas y vetillas,galena argentífera | esfalerita | turmalina | anglesita | vanadinita | cerusita | tennantita | tetraedrita | pirrotina | pirita | marcasita | cuarzo | calcopirita | bornita | calcosina | covelina | cuprita | hematita | goethita | malaquita | azurita | cal,sericita | propilítica,,esquisto | suite granítica,,,,,Pb | Zn | Ag | V,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11116.html,Las Aguadas,POINT (-65.5322999999999 -32.35239999999993)
e250K.DepositMetalif.19730,11305,Valle del Cura,Lama - Pascua,07c Au alta sulfuración (Alunita) (Au-Ag-Cu),7c,grande,Mioceno inferior,Mioceno medio,vetas y venillas de sulfuros-Au,oro nativo | enargita aurífera | calaverita | goldfieldita | muthmanita | clorargirita | Iodargirita | plata nativa | acantita | covelina | calcantita | calcosina | pirrotina | pirita | cuarzo | alunita | galena | esfalerita | hematita | jarosita | caolin,silicificación | argílica | propilítica,Formación Doña Ana,,,,"501 millones de toneladas métricas, mena, reserva probable-positiva",Au 1.41 g/t,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11305.html,Lama ,POINT (-70.00279999999992 -29.324999999999932)
